start	end	text
2598000	2599000	没有我们就说一说
2599000	2602000	其实有很多事情可以说的
2603000	2606000	我们昨天在聊那个阿米爸的一些
2606000	2607000	痛点
2607000	2611000	启动阿米爸最大的麻烦就启动好做
2611000	2612000	战略调整
2613000	2614000	不好拐
2616000	2617000	目标一确定
2617000	2621000	有一些额外的动作大家都不愿意做
2621000	2623000	这个是最大的一个问题
2624000	2625000	就是我们
2625000	2626000	不见还聊了
2626000	2629000	卡总我们前面不是有说
2629000	2634000	做那个国外APP的推广的问题吗
2634000	2636000	昨天就是有一个人
2636000	2640000	他说他做过那种避缓
2640000	2645000	就是把国外的APP推到国外去
2645000	2646000	他们就三四个
2647000	2648000	是国外的
2648000	2650000	他当时赚了一波钱
2650000	2651000	他们就总共就跑了
2651000	2655000	三四天赚了17000多美元
2657000	2659000	是不是就是这个意思
2659000	2661000	你说的那种
2661000	2663000	跟我们那个没关系
2663000	2665000	他这个避缓是没问题的
2665000	2668000	去国外去推广软件
2668000	2670000	就有点出海的
2670000	2672000	我们现在出海的是商品
2672000	2673000	跨境出海的商品
2673000	2675000	它出海软件出海
2675000	2676000	这个没有问题
2676000	2679000	现在也有这个赛道的
2680000	2683000	我们就是把国外的推到国内来是吧
2683000	2685000	对我们把国外的推到国内
2686000	2689000	这个项目缺个执行力强的人
2689000	2692000	没有我们就放着就好了
2692000	2694000	就他至少懂得翻墙的
2694000	2696000	懂得翻墙的
2696000	2698000	然后有用过GPT的
2698000	2700000	然后对AI手续的
2700000	2702000	只要有这么一个人有执行力
2702000	2704000	就可以了
2705000	2708000	他可能更偏向那些什么
2708000	2711000	那个RSTJ啊这种
2711000	2712000	MVTI
2712000	2714000	ENTJ
2714000	2716000	适合做
2719000	2721000	我们就有项目一确定
2721000	2723000	有人那就就做呗
2723000	2725000	有资源的有很多
2727000	2729000	我看他们确实是用得挺有的
2729000	2731000	就几个人几天就搞定了
2731000	2733000	好厉害
2733000	2735000	所有项目都是一样的
2735000	2737000	对天南海北的
2737000	2738000	就赚了三五天的钱
2738000	2740000	就三五天就赚到了
2741000	2743000	所有项目都是一样的
2743000	2745000	就是大家错在一起
2745000	2747000	你有啥我有啥
2747000	2749000	然后那个利益分配清楚
2749000	2751000	然后直接玩一下执行
2752000	2754000	一般好的项目就
2754000	2757000	凑一下当天都有收益
2757000	2759000	可能一天今天把这个
2759000	2761000	就像我们那一个东西
2761000	2763000	今天把那些AI的分效账号
2763000	2765000	全部注册完
2765000	2767000	注册完隔天的
2767000	2770000	一个专门负责内容的生产
2770000	2772000	推送到各个群
2772000	2774000	一个专门来把群做整合的
2774000	2776000	我这里也有很多群
2776000	2778000	直接推送登记数据
2778000	2780000	数据预好产出
2780000	2782000	OK就直接那个
2782000	2784000	天天就整合你有多少群
2784000	2786000	有群就直接变现了
2786000	2788000	有群就进来合作
2788000	2790000	然后就天天说这些就能做
2791000	2792000	对
2792000	2794000	虽然我们经历在这里
2798000	2801000	就是要去注册
2801000	2805000	注册很多的AI的账号
2805000	2807000	把AI分销网站
2807000	2810000	流程我都有了都交过了
2810000	2812000	就现在不要执行下去
2812000	2814000	说执行这个不行
2814000	2815000	那个不行
2815000	2816000	这个不行
2816000	2817000	那个不行
2817000	2818000	那这种
2818000	2819000	这样不了
2819000	2821000	有些时候就是很多
2821000	2824000	执行下去无数的问题
2824000	2825000	关键没有
2825000	2827000	也不知道怎么去
2827000	2829000	没有带解决方法
2829000	2830000	就那个嘛
2830000	2832000	至少自己去解决过
2832000	2834000	解决不了再来处理
2834000	2836000	那是两个问题
2836000	2838000	跟自己没去做
2838000	2841000	做了之后那个
2841000	2843000	啥都没做就提问题
2843000	2844000	跟做了之后
2844000	2846000	尝试着去解决之后
2846000	2848000	提问题这是两种状态
2848000	2851000	虽然都是没解决问题的
2851000	2855000	这是要求一个好员工
2855000	2857000	好帕特
2858000	2860000	任何人都一样
2860000	2861000	都不可能
2864000	2865000	最讨厌你总是什么
2865000	2867000	还没做就提一堆要求的
2871000	2873000	他不懂他太怕他就提
2873000	2876000	对他怕自己没有
2876000	2877000	没有那个嘛
2877000	2878000	得不到利益嘛
2878000	2880000	就白干了嘛
2880000	2882000	那这种你越这么想就
2882000	2883000	越没有机会
2883000	2884000	我们每天都在
2884000	2886000	都有很多辩识嘛
2886000	2888000	典型的就过来第一句问
2888000	2890000	无险已经有多少
2890000	2891000	工资最多能开多少
2891000	2892000	不开他都不来
2892000	2894000	我说我都还不知道
2894000	2895000	用不用你
2895000	2896000	你提这个那就别来了
2896000	2898000	你就找别人去
2900000	2901000	当然这个
2901000	2902000	每个人都能理解嘛
2902000	2903000	对啊
2903000	2905000	他是打工思维嘛
2905000	2907000	你找的是合伙人嘛
2907000	2908000	不一样吧
2908000	2909000	打工的也是
2909000	2912000	如果这么回说的话
2912000	2915000	我们的事基本不会让他来的
2915000	2917000	我跟你讲这个老板
2917000	2918000	就是你说的这个区别
2918000	2920000	这种能力的
2920000	2922000	他的企业他在Diarrer
2922000	2924000	他都是骨干的一些人
2924000	2927000	和这个人才
2927000	2928000	对
2928000	2929000	对
2929000	2931000	现在就是有人才红利
2931000	2933000	所以才能这么去做
2933000	2936000	就很多人才挤到市场上面
2937000	2939000	怎么能够招聘到这些人
2939000	2941000	也很重要
2941000	2942000	对
2944000	2946000	推荐是最快的
2946000	2949000	内推是最快的
2949000	2950000	嗯
2953000	2954000	有黄叶猎头啊
2954000	2955000	可以试试
2957000	2959000	猎头还好啊
2959000	2960000	猎头
2960000	2961000	咋说了
2961000	2962000	猎头除非
2962000	2964000	你的那个
2965000	2967000	整个的那个方式很
2967000	2969000	确定市场上有匹配的
2969000	2971000	想而能才好找
2978000	2981000	在受伤也可以找得到的
2981000	2983000	有些时候大部分我们公司人
2983000	2985000	都是推荐过来的会多一些
2985000	2988000	招聘的相对会少
2990000	2993000	招聘能呆长期的会少
2993000	2994000	推荐的反应多
2994000	2996000	其实推荐也是属于招聘的
2996000	2998000	但是内推进来的很稳定
3000000	3001000	内推的基本上
3001000	3003000	双方的情况都了解
3004000	3006000	知道他匹配这个公司
3006000	3008000	然后他也把公司里面的企业文化
3008000	3010000	做事风格都跟他治
3010000	3012000	都跟他治那个说了
3013000	3014000	他也觉得合适才过来
3014000	3016000	等于说他已经提前
3016000	3018000	筛选了一道了
3018000	3019000	给他铺了底了
3020000	3023000	对 而且一般敢内推过来的
3023000	3025000	至少在我们公司敢内推过来的
3025000	3027000	基本都是比较优质的
3027000	3029000	不然对他也会有影响的
3030000	3032000	对 还说他没演过
3032000	3034000	连记者都是失恋过
3036000	3039000	他们公司的人本来也就很优秀
3039000	3041000	然后跟他优秀的人在一起的
3041000	3043000	当然也是比较优秀的
3043000	3045000	要不然也过不了他类一关
3046000	3048000	一开始就跟了很多年了
3048000	3049000	有些都十年了
3050000	3052000	你想一下他演了十年的工资
3052000	3054000	我们都还叫无险一斤的
3055000	3059000	很少有私立公司叫无险一斤的
3062000	3064000	对呀 无险一斤去
3065000	3066000	少了
3067000	3069000	我们公司也算好的了
3069000	3071000	他也就那个
3072000	3074000	社保他不扣你的
3074000	3075000	他全给你繳了
3075000	3077000	不要你自己出一分钱
3077000	3079000	一斤他是不舍得给你交的
3080000	3081000	对
3082000	3085000	就最近有升级了一下
3086000	3087000	本来要推
3087000	3090000	推那个给父母一人500块
3091000	3092000	每个月
3093000	3095000	然后他们说还是不要了
3095000	3096000	直接给我打仗上
3096000	3098000	我们直接把这个政策给他取消了
3100000	3102000	你这个是不是
3102000	3103000	跟那个火锅
3103000	3105000	搞火锅的那个
3105000	3108000	他们就有这一项
3108000	3110000	好多大企业都有这一项
3112000	3113000	对
3113000	3115000	这个父母的认同
3115000	3117000	家庭的认同是很重要的
3119000	3120000	对呀 他们支持他
3120000	3121000	做一些事情
3121000	3122000	对 能支持他
3122000	3124000	虽然有些时候就说两句
3125000	3126000	但你就给了
3127000	3128000	这个是额外给的
3128000	3130000	也不会去跟他说什么
3130000	3132000	提前但是给钱也是一样
3132000	3134000	就是这个是额外给的
3134000	3136000	有就有没有就没有
3136000	3137000	会提前跟他们讲
3137000	3138000	而不是那个
3138000	3140000	我一直固定一定要给你
3140000	3141000	如果是一定要给你
3141000	3142000	直接就取消掉
3142000	3143000	就直接没有了
3145000	3146000	如果有这个想法的话
3149000	3151000	小花要分享吗
3151000	3152000	6号
3152000	3153000	要分享还是
3153000	3155000	聊天还是问问题
3155000	3156000	小花
3156000	3157000	小花一番你
3157000	3159000	你真是一个好老板
3161000	3163000	就是我怎么就没有遇到这样的
3163000	3164000	好老板的
3165000	3166000	可以了
3166000	3168000	在附近可以来上班吗
3168000	3170000	不 附近离你很远
3170000	3171000	你在下门吧
3171000	3173000	我在江苏
3173000	3174000	我在江苏
3176000	3178000	江苏我们也有一个工作室
3179000	3180000	在哪个江苏哪个城市
3181000	3182000	布调苏州
3183000	3184000	在苏州啊
3184000	3186000	那比我贵网更有吸
3186000	3189000	我们苏州有个工作室在里面
3190000	3192000	那个也是
3192000	3194000	我想一下他年一年的
3195000	3196000	13
3196000	3198000	13现在有13年了
3198000	3199000	那一个人
3200000	3202000	他现在也很厉害的
3202000	3203000	他自己现在公司
3203000	3204000	也是自己几个人
3205000	3206000	他是最早的时候
3206000	3208000	是在工地里面上班
3208000	3209000	他是做游戏的
3210000	3211000	就游戏主播
3212000	3213000	最早的时候在工地上班
3213000	3215000	凛2000块的工资
3215000	3218000	然后白天他就工地上班
3218000	3220000	晚上就回来当游戏主播
3221000	3222000	然后就每天在分家
3222000	3225000	然后他粉丝加了7个微信的粉丝
3225000	3226000	现在就靠这个
3226000	3227000	跟我
3227000	3228000	跟另外一个
3228000	3230000	也是我们之前就
3230000	3232000	有一起在做事情了
3232000	3233000	另外一个小伙伴
3233000	3234000	成立了一家新的公司
3234000	3236000	现在40几个
3236000	3238000	那个员工也做游戏了
3239000	3240000	谢谢
3240000	3241000	谢谢
3244000	3246000	就一直在坚持在做
3246000	3247000	但他故事很好
3248000	3249000	包公投翻身
3249000	3251000	在苏州也买了个别墅
3252000	3254000	哇塞 这那是好励志啊
3254000	3255000	这么优势的一个男人
3257000	3258000	但他长得不咋的
3258000	3259000	长得像个土豆
3259000	3261000	他形象是特别印象深刻的
3262000	3263000	就
3264000	3265000	头形
3265000	3267000	头形是倒三角形的
3267000	3268000	你知道吗
3270000	3271000	没有 像土豆
3273000	3275000	那你很难想象他长得什么样
3275000	3276000	不好
3278000	3279000	他照片都到处发的
3280000	3281000	我说
3281000	3282000	以前不敢发
3283000	3284000	对 蔬菜的
3285000	3286000	以前不敢发
3286000	3288000	我至少有一次我跟他讲
3288000	3290000	这个就是你的视觉锤
3290000	3291000	你发的别人忘不了
3291000	3292000	赶紧发
3293000	3294000	他就天天发天天发
3294000	3295000	发的好几年
3296000	3297000	你知道吗
3298000	3299000	他这个
3300000	3301000	对 那直播也开视频
3302000	3303000	结婚
3305000	3306000	娶老婆还很漂亮
3308000	3309000	有钱的
3309000	3310000	有钱的丑人
3312000	3313000	娶老婆的时候
3314000	3315000	他不是让我去吗
3315000	3316000	说就那个要
3317000	3318000	开直升飞机过来
3318000	3319000	载我去的那个
3319000	3321000	但后面我说我自己去
3321000	3322000	我就过去了
3325000	3326000	就这样
3326000	3327000	长得像土豆
3328000	3329000	等一下
3329000	3330000	说到全里给你们看一下
3330000	3331000	像不像土豆
3333000	3334000	好的
3334000	3335000	这个没什么
3335000	3337000	自己也经常发
3338000	3339000	各种条纯
3340000	3341000	消失
3343000	3345000	但人家现在的确是有钱
3347000	3348000	的确是做起来
3350000	3351000	但也没你有钱
3354000	3356000	他属于自己
3356000	3357000	翻身做起来的
3359000	3360000	也很厉害
3360000	3361000	现在自己什么
3361000	3363000	营销策划活动策划
3363000	3364000	就自己能做完
3365000	3366000	那所谓公司
3366000	3367000	所有人的订单
3367000	3368000	他还给他们拍单
3370000	3372000	我一开始跟他7 3分
3372000	3373000	我拿7他那3
3374000	3375000	后面3 7分
3375000	3376000	他拿7我拿3
3377000	3378000	后面99比1
3378000	3379000	我拿一个点
3379000	3380000	他拿99
3383000	3384000	慢慢的那个
3388000	3390000	他是抱上你的大腿
3390000	3391000	真的是抱上了
3392000	3393000	是什么
3394000	3395000	大腿
3395000	3396000	如果真的是
3396000	3397000	同好的一个人
3397000	3399000	愿意分这么多的给他
3399000	3400000	还要拿这么点
3400000	3401000	要一般人的话
3401000	3402000	心里肯定有嫉妒
3402000	3404000	一般不会这么舍得的
3405000	3406000	对大舍大的
3406000	3407000	不能不分
3407000	3408000	你不分一个点都没有
3410000	3411000	你要吵架了
3411000	3412000	是不是一个点都没有
3413000	3414000	是不是
3414000	3415000	而且他有新的合伙人进来
3415000	3416000	你肯定
3416000	3417000	也是要退的
3417000	3418000	不然合伙人
3418000	3419000	跟我又不熟
3419000	3420000	是不是
3420000	3421000	人家会有想法的
3422000	3423000	因为我后面基本
3423000	3424000	没有啥贡献的
3425000	3426000	前面有贡献
3426000	3427000	后面没啥贡献
3427000	3430000	我们是知道自己的状态了
3431000	3432000	即使你不退
3433000	3434000	人家也会逼着你退的
3435000	3436000	干嘛这样
3436000	3438000	人性就如此
3439000	3440000	那要是我的话
3440000	3441000	我是愿意
3441000	3442000	给你分应更多的
3442000	3443000	不会让你
3443000	3445000	因为毕竟是你把我带进来的
3445000	3448000	这是有恩于我的
3449000	3450000	那个私底下的事情
3450000	3452000	他私底下给我打很多红包了
3454000	3455000	那是另外一回事了
3457000	3459000	私底下私底下的事情
3459000	3461000	公事是公事的事情
3461000	3463000	所以他私底下给我红
3464000	3465000	还不错的
3465000	3466000	所以才十几年了
3466000	3467000	我好多十几年了
3470000	3472000	就一起做事了
3472000	3474000	对一码归一码
3475000	3477000	给的版满好
3477000	3479000	我们都没有什么那个的
3480000	3481000	挺好的
3481000	3482000	你们这种也挺好
3484000	3486000	主要是关键的时候
3486000	3490000	就是跟合伙人合作伙伴相处的话
3490000	3492000	关键的一点
3492000	3493000	是你在他困难的时候
3493000	3494000	一定要舔他
3494000	3496000	不管是对的还错的
3497000	3498000	你舔他就对了
3498000	3501000	然后想点办法去帮他
3502000	3503000	他之前也是
3503000	3505000	也是被人家攻击过
3505000	3506000	很惨
3506000	3508000	我就全网起来曝光
3508000	3510000	然后到很多人过来挺他
3511000	3513000	所以也是这个很重要
3513000	3515000	自己人还是要保护好自己人
3516000	3517000	一直对外
3518000	3519000	即使他有点错
3519000	3521000	我觉得这各党
3521000	3522000	虽然外面看要各党
3522000	3523000	各党50大
3524000	3525000	但是我觉得自己人
3525000	3527000	还是要百分百承担在他那边
3531000	3533000	这个是很重要的
3533000	3535000	就自己人跟外人
3536000	3539000	你做事情是人心很重要
3545000	3547000	大家都可以上来咬
3547000	3548000	也可以分享
3550000	3551000	也可以放问题
3551000	3554000	我们基本就是每天都时间挺
3556000	3557000	然后昨天
3557000	3559000	昨天没有就咬两
3559000	3560000	昨天的事情也可以
3561000	3562000	小伙伴
3562000	3563000	你是在哪个城市
3563000	3564000	我在厦门
3565000	3566000	厦门
3569000	3571000	路比要分享吗
3571000	3573000	还是问问题还是交流
3577000	3578000	路比
3595000	3598000	昨天还聊了一个餐饮的那个
3599000	3602000	餐饮收益系统的那个也还可以
3602000	3604000	就是那个仙女聊的
3608000	3609000	然后卖说的那个
3609000	3611000	我觉得这个项目也还是可以的
3616000	3618000	这两百块
3618000	3619000	设备
3619000	3621000	设备费加百分之二的流水
3622000	3623000	抽成吗
3623000	3625000	两百块是属于设备费吧
3629000	3630000	然后那个
3631000	3633000	这个模式其实也是可以的
3633000	3635000	对小餐饮的商家
3640000	3641000	还有一开始的时候
3641000	3643000	有个六十岁的老板学AI
3644000	3646000	碰到了很多的困
3649000	3651000	他的两百块就是设备费
3651000	3653000	他甚至可以把一百块钱
3653000	3655000	就给到直接给推广的人
3656000	3657000	然后推广的人
3657000	3659000	他也有一个长期的收益
3659000	3660000	他虽然只收两个点
3660000	3661000	但是他可以拿出来
3661000	3663000	零点五个点给推广的人
3663000	3664000	长期去维护
3667000	3669000	他后面还有这个服务
3670000	3671000	就是帮助你去推广
3671000	3673000	到上面去推广
3677000	3678000	蛮好的
3678000	3680000	他推广女人分成一百块加零点五是吧
3680000	3681000	终身有水
3683000	3684000	是的
3684000	3686000	长期有
3689000	3691000	他就是一个渠道收益
3691000	3693000	不会有人说开发了
3693000	3694000	他就不管了
3694000	3696000	他就等于是一个售后一样
3698000	3699000	所以我也觉得
3699000	3701000	他现在也做得蛮好的
3701000	3702000	他虽然只有两个
3702000	3704000	他家另外一个技术
3704000	3706000	其实真正做技术方面的
3706000	3707000	就一个人
3707000	3709000	其他的都是那些剪辑
3709000	3710000	运营
3710000	3711000	好像有
3711000	3713000	他有五个还是六个剪辑
3713000	3715000	因为他原来做了一个
3715000	3716000	短视频推广的
3716000	3718000	他就把那边的人拨了过来
3718000	3719000	这边又招了两个
3719000	3722000	专门给他们商家做剪辑
3723000	3725000	就做了人才的整合了
3727000	3728000	是的
3728000	3729000	他做得挺早的
3729000	3731000	他原来也是在斗上面
3731000	3732000	拿到过结果的
3732000	3733000	做得挺早的
3733000	3734000	17还16年
3734000	3736000	我不知道他说挺早的
3737000	3738000	那他就
3738000	3739000	像那个8个人的团队
3739000	3740000	两个技术
3740000	3741000	加业务
3741000	3743000	加视频剪辑的
3744000	3745000	是的
3747000	3749000	他特意做了一个
3749000	3750000	很好的运营
3751000	3752000	在对接上
3752000	3753000	目标也清晰
3753000	3754000	目标也清晰
3757000	3758000	是啊
3758000	3759000	他投资应该也不多
3759000	3760000	他这种
3762000	3763000	对
3763000	3765000	主要可能在人工上面
3767000	3769000	你们要聊吧
3769000	3770000	我先撤了
3770000	3771000	我要去跑步了
3772000	3773000	拜拜
3773000	3774000	好的
3774000	3775000	拜拜
3777000	3778000	老板可以介绍点
3778000	3779000	这个上班摸鱼
3779000	3781000	可以给你打工的活
3783000	3784000	上班摸鱼
3784000	3785000	可以联系一下管理
3785000	3786000	发发
3786000	3787000	分发
3787000	3788000	切片
3788000	3789000	分发书
3789000	3790000	分发小程序
3790000	3791000	都有很多
3791000	3792000	我们现在有很多小项目
3792000	3793000	在受上剧集的
3793000	3794000	可以
3794000	3795000	也自己开发
3795000	3796000	也自己上
3799000	3800000	那个
3801000	3803000	那个发行的那个
3804000	3805000	远自他们这两天
3805000	3806000	就上线了
3806000	3808000	要跟他确定一下时间
3810000	3811000	我们现在
3811000	3812000	几个东西都
3812000	3813000	能做的事情
3813000	3815000	我们尽可能的去
3815000	3816000	把它
3816000	3817000	做出来
3817000	3818000	然后
3818000	3819000	我们往外去分发
3824000	3825000	发行的
3825000	3826000	对
3837000	3838000	所以
3839000	3840000	大家都可以上来
3840000	3841000	分享
3841000	3842000	一块聊聊天
3843000	3844000	也可以问问题
3844000	3845000	没有
3845000	3846000	老板
3846000	3847000	你一开始就在这个
3847000	3848000	电竞行一样
3850000	3851000	一台
3851000	3852000	在鸡蛋机行
3853000	3854000	我想想
3855000	3856000	对
3856000	3857000	对一开始
3857000	3859000	这次跟鸡蛋机相关吗
3859000	3860000	对
3860000	3861000	零
3861000	3862000	几点开始
3864000	3865000	零二点就开始了
3867000	3868000	零二点
3873000	3874000	那你比较走了
3875000	3876000	鸡蛋机的
3876000	3877000	红利那十年
3877000	3878000	你应该也赶上了
3879000	3880000	最早
3880000	3881000	最早就我救头的网吧
3881000	3882000	我就
3882000	3883000	一半在学校
3883000	3884000	晚上去去管网吧
3884000	3885000	跟我表弟
3887000	3888000	很早
3888000	3889000	零二点的时候
3891000	3892000	然后后面网吧
3892000	3893000	坐着坐着
3894000	3895000	就那个
3895000	3896000	就搞这个
3896000	3897000	电竞
3902000	3903000	对
3903000	3904000	做了太久了
3905000	3906000	都是
3906000	3907000	做很多事情
3907000	3908000	你沉淀了很久
3908000	3909000	就会有个爆发点
3910000	3911000	都一定会有的
3915000	3916000	要沉淀
3916000	3917000	沉淀你去
3918000	3919000	对
3920000	3921000	零二点
3921000	3922000	零二点
3923000	3924000	到
3924000	3925000	零二到
3926000	3928000	零五是一个阶段
3928000	3929000	到零六吧
3929000	3930000	零二点到零六点
3930000	3931000	是一个阶段
3932000	3933000	零六点到
3933000	3934000	四号
3934000	3935000	四号白老师
3935000	3936000	我打讲一下
3936000	3937000	像零二零三的时候
3937000	3938000	你问那时候
3938000	3939000	搞基础就是搞什么
3940000	3941000	就开网吧
3941000	3942000	下门最大网吧
3942000	3943000	就我们开了
3943000	3944000	就开网吧
3945000	3946000	就我舅头的网吧
3946000	3948000	我当时在刚上大一
3951000	3952000	我也学计算机的
3952000	3953000	然后
3953000	3955000	那个下课就去网吧
3955000	3957000	去跟我表弟去管网吧
3958000	3959000	那些网吧
3959000	3961000	这应该是特别火的
3961000	3963000	应该有个潮达
3963000	3964000	有个
3964000	3965000	四超的也有
3965000	3966000	后面也有个史来的
3966000	3967000	我们做到零七点吧
3967000	3969000	就开始抓的时候
3969000	3970000	零六点吧
3970000	3971000	零六点底吧
3971000	3973000	开始网吧在抓
3973000	3974000	晚上不能开
3974000	3976000	那时候就下降很厉害
3977000	3978000	当时那个网吧就关掉了
3978000	3979000	就转手了
3980000	3981000	就跟我就去去广西
3981000	3982000	盖房子去了
3983000	3984000	就投资房立场
3984000	3986000	好像一年以后网吧
3986000	3988000	就开始走下坡路了吧
3989000	3990000	对对
3990000	3993000	就其实零零七零八
3993000	3994000	就有一个网吧
3994000	3995000	但是零零七零八
3995000	3997000	就有点下行了
3997000	3998000	就没那么
3998000	3999000	没以前那么好做
3999000	4000000	一千
4000000	4001000	一千八那时候网吧
4001000	4003000	引力模式就是转报
4003000	4004000	正转报的钱
4006000	4007000	对
4007000	4010000	我们当时做营业很高的
4010000	4011000	你想一下零几年
4011000	4013000	高的时候一天一万
4013000	4014000	四百台
4014000	4015000	你想一下
4015000	4016000	下死人
4016000	4017000	那个年代的一万块
4017000	4018000	跟现在
4018000	4019000	那回是
4019000	4020000	网吧刚来
4020000	4021000	大学生
4021000	4022000	中学生
4022000	4024000	初中生都在上网的
4025000	4026000	而且成民
4026000	4028000	你不知道外面是排队的
4028000	4029000	排的老长了
4029000	4030000	一个位置后
4030000	4032000	后面是抢位置
4032000	4033000	再站在后面等
4033000	4035000	就怕别人那个走了
4035000	4036000	立即被别人抢走
4038000	4039000	太吓人了
4041000	4043000	但是生意是真的好做
4043000	4044000	做网吧生意
4044000	4045000	年纪
4045000	4046000	他不知道那个年纪
4046000	4048000	稍微上点年纪了才知道
4049000	4051000	那个年代啥都好做
4051000	4053000	但是我们当时就
4053000	4054000	也玩游戏
4054000	4056000	有很多人他就站在
4056000	4057000	站在背后看
4057000	4058000	是因为没位置
4059000	4060000	所以我们玩的
4060000	4061000	比较好的时候
4061000	4062000	会干嘛
4062000	4064000	就是会有很多的人
4064000	4065000	就会站
4065000	4066000	就一排人
4066000	4067000	就会站在你后面
4067000	4068000	看你怎么玩的
4069000	4070000	特别是零五年
4070000	4071000	那个魔兽跟
4071000	4073000	出来魔兽跟CS
4073000	4074000	两个
4074000	4075000	我们就一半魔兽
4075000	4076000	一半CS
4076000	4077000	四百台
4077000	4078000	对
4078000	4079000	我就是导塔
4081000	4082000	还有一波网游的
4085000	4087000	当时蛮挣钱的
4088000	4089000	开网吧就够了
4089000	4091000	也不用去想其他的
4091000	4092000	就说网费就够了
4092000	4094000	后面才结合网吧
4094000	4095000	跟年七年后
4095000	4097000	才有网吧跟咖啡
4097000	4098000	变网咖了
4098000	4099000	加饮料
4100000	4101000	现在这网咖太贵了
4101000	4103000	你清到这边
4103000	4104000	十几个小时
4104000	4105000	那个网游
4105000	4107000	十几块一个小时
4108000	4110000	卡组二十多年一个小时
4111000	4112000	对
4112000	4114000	现在是新了一个模式
4114000	4115000	但他们会
4115000	4116000	二十几个小时
4116000	4117000	他们会充
4117000	4118000	充值有优惠
4119000	4120000	就像三十九块
4120000	4122000	就可以抵一百
4123000	4125000	他们会有不定时做活动
4125000	4127000	就加了一些营销进去了
4129000	4130000	网吧
4130000	4131000	现在还可以了
4131000	4132000	两年回本
4132000	4133000	你要加盟进
4133000	4135000	优秀的联盟的话
4135000	4136000	两年回本
4137000	4138000	就像为什么
4138000	4140000	以前一块钱一小时
4140000	4141000	我们当时收到2块5
4141000	4142000	夜经区10块
4142000	4143000	那一年很下人
4143000	4144000	非常贵
4146000	4147000	夜经区10块钱
4147000	4148000	已经很贵
4148000	4149000	我们当时就收到10块
4149000	4151000	单人的卡组
4151000	4152000	当时就有了
4152000	4154000	我们那时候在国贸山楼
4154000	4156000	厦门国贸山楼
4156000	4158000	当时有很多明星开什么
4158000	4160000	各种的会都在楼下的
4160000	4161000	我们就在山楼
4161000	4165000	然后有1.3的场地
4165000	4167000	就做那个卡组
4167000	4168000	那卡组10块钱
4168000	4170000	那是因为那个地段的人
4170000	4171000	都是做金融的
4171000	4172000	比较有钱
4172000	4173000	楼上很多做金融的
4175000	4176000	回不去了
4176000	4177000	那个一年的
4179000	4180000	当时做生意也是一样
4181000	4182000	但这个
4182000	4183000	我就投了这个网吧
4183000	4185000	我们后面
4186000	4187000	今天就原始
4187000	4189000	原始积累就
4189000	4190000	到手了
4193000	4194000	我没有积累到
4194000	4195000	当时没有积累到
4195000	4197000	我做的还是自己的事情
4197000	4198000	是05年的时候
4198000	4200000	我做那个网吧桌面
4200000	4202000	网吧桌面广告
4202000	4204000	那个时候才算
4204000	4205000	正式创业
4205000	4207000	05年
4207000	4208000	网吧桌面广告
4208000	4210000	做的做的有人
4210000	4211000	投了100万
4211000	4213000	那个做网吧桌面的
4213000	4216000	网吧电影服务器的事情
4216000	4218000	因为我把网吧桌面
4218000	4219000	已经当时铺到
4219000	4220000	下门70%的
4220000	4222000	那个网吧的桌面里面
4222000	4224000	我用3件套
4224000	4226000	跟他们换网吧桌面的权益
4226000	4228000	鼠标键盘耳机冻一换
4228000	4230000	我就给他们包了
4230000	4231000	那他网吧桌面
4231000	4233000	就给我做广告屏嘛
4233000	4235000	头部的广告屏
4236000	4237000	现在没有开了
4237000	4238000	已经
4238000	4239000	已经那个当时
4239000	4241000	07年就转手给
4241000	4242000	庙乡
4242000	4243000	庙乡网吧
4243000	4244000	那转手
4244000	4245000	他们的主体没变
4245000	4247000	法人还是我表弟嘛
4247000	4249000	我们当时都还在那个里面
4249000	4250000	然后后面
4250000	4251000	转给那个网吧
4251000	4252000	又经营了几年
4252000	4253000	经营了
4253000	4255000	到1415年
4255000	4258000	然后面他们也关了嘛
4258000	4259000	现在不在了
4259000	4260000	现在是一个
4260000	4261000	每一页机构
4261000	4263000	在那个位置
4269000	4271000	当时投入很大
4271000	4273000	搞就搞
4273000	4275000	你做就做第一
4275000	4277000	如果不是第一就别做
4277000	4279000	第一有很多好处的
4279000	4280000	不要
4280000	4281000	不要
4281000	4282000	这样做
4282000	4283000	没有什么
4283000	4285000	你又投入我都进来吧
4285000	4286000	你要做
4286000	4288000	要么就做那个唯一的
4288000	4290000	唯一只有你有
4290000	4291000	要么你就第一的事情
4291000	4292000	好
4294000	4297000	定位还是很重要的
4303000	4305000	当时就是因为
4305000	4307000	那个除了网吧
4307000	4308000	很挣钱之外
4308000	4309000	还有一点是什么
4309000	4310000	就是
4310000	4312000	因为当时那个
4312000	4314000	人家都知道我们最大
4314000	4317000	我们最大的地段也最好
4317000	4319000	所以什么可口可乐
4319000	4320000	什么广告商
4320000	4321000	什么游戏活动策划
4321000	4322000	都来找我们
4322000	4323000	这是额外的收入
4323000	4325000	又帮我们名声打出去了
4325000	4326000	知道吧
4326000	4328000	他们就做一些
4328000	4330000	广告
4330000	4333000	广发广告和产品的宣发
4333000	4335000	和他们的什么联名的活动
4335000	4336000	第一时间都来找我们的
4336000	4338000	所以这些是有额外的
