row_id,sender,time,amount,card_tail,balance,text
25161,10694013299664,2025-10-28T09:42:49.638284+08:00,202.0,,,【杭银金融】您于2025-10-28收到备用款邀请，微信或支付宝搜“杭银消费金融”或点 t.51xf.cn/s/ahUF 申请。拒收请回复R
25162,106853851000856678,2025-10-29T10:47:35.578013+08:00,398.0,,,"【建设银行】您好，我行授予您398000元，于11月5日停办，可用于日常消费，房屋装修，生意应急
回1查利息
回2确认金额
拒收请回复R"
25170,9555801,2025-10-30T16:36:45.315795+08:00,40.0,0405,106.0,【中信银行】贵公司尾号0405的中信账号于10月30日16:36，TIPS转账支出人民币1436.26元，当前余额为人民币106302.32元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
25178,9555801,2025-11-01T08:31:20.387216+08:00,40.0,0405,106.0,【中信银行】贵公司尾号0405的中信账号于11月01日02:13，银行收费（人民币转账-普通转账）支出人民币169.20元，当前余额为人民币106133.12元。
25181,9555801,2025-11-01T09:59:13.349279+08:00,40.0,0405,961.0,【中信银行】贵公司尾号0405的中信账号于11月01日09:59，二代支付支出人民币10000.00元，当前余额为人民币96133.12元，对方户名：吉咪宇，对方账户尾号：4354。
25209,9555801,2025-11-03T09:01:23.062789+08:00,,,,【中信银行】尊敬的客户您好！根据《企业银行结算账户管理办法》等相关监管规定及我行与贵单位签订的协议，贵单位*归喜数字*开立在我行的账户将于近期因连续三个月未对账被限制使用。请您尽快完成银企对账。如有操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25198,9555801,2025-11-03T09:50:19.776818+08:00,40.0,0405,816.0,【中信银行】贵公司尾号0405的中信账号于11月03日09:50，二代支付支出人民币14500.00元，当前余额为人民币81633.12元，对方户名：上海江桅科技有限公司，对方账户尾号：5126。
25208,1069287307550,2025-11-03T10:40:08.873506+08:00,285.0,,,"【腾讯云】尊敬的用户（账号ID：285*****，昵称：卡若 ），您好！ 您在腾讯云 2025-10 月度消费的总金额为3,655.39元=现金支付3,655.39元+赠送金支付0.00元+优惠券支付0.00元。注：此通知并非扣费或欠费通知，只作为告知您每个月的消费情况。您可前往微信小程序-腾讯云助手：https://cloud_tencent_com/wechat/jumpWxa?path=%2Fpages%2Fbuy%2Fresource-bill%2Fresource-bill%3FbillMonth%3D2025-10&h5Url=https%3A%2F%2Fconsole_cloud_tencent_com%2Fexpense%2Fbill%2Foverview%3Fmonth%3D2025-10 ,查看消费详情。"
25202,1069287307550,2025-11-03T12:21:50.960320+08:00,202.0,,49.89,【腾讯云】尊敬的腾讯云用户，截至2025-11-03 12:21:43，您的账号（创建者账号ID：285*****，昵称：卡若）余额为49.89元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25215,1069287307550,2025-11-04T10:03:08.050402+08:00,202.0,,42.41,【腾讯云】尊敬的腾讯云用户，截至2025-11-04 10:03:02，您的账号（创建者账号ID：285*****，昵称：卡若）余额为42.41元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25210,9555801,2025-11-05T09:01:18.640864+08:00,,,,【中信银行】尊敬的客户您好！根据《企业银行结算账户管理办法》等相关监管规定及我行与贵单位签订的协议，贵单位*归喜数字*开立在我行的账户将于近期因连续三个月未对账被限制使用。请您尽快完成银企对账。如有操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25220,1069287307550,2025-11-05T10:04:14.015810+08:00,202.0,,32.2,【腾讯云】尊敬的腾讯云用户，截至2025-11-05 10:04:08，您的账号（创建者账号ID：285*****，昵称：卡若）余额为32.20元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25221,106817412025121,2025-11-05T18:15:01.422958+08:00,202.0,,,【阔知网络】尊敬的客户您好，您的2025年10月教育云账单已经生成，请登录到教育云后台查看账单。若账户余额不足需补缴，请勿错过补缴期限，以免影响您网校教育云服务的正常使用
25229,1069287307550,2025-11-06T10:04:59.567227+08:00,202.0,,23.65,【腾讯云】尊敬的腾讯云用户，截至2025-11-06 10:04:53，您的账号（创建者账号ID：285*****，昵称：卡若）余额为23.65元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25241,1069459129015369,2025-11-07T08:41:09.751518+08:00,328.0,,,"【农商银行】您好，我行授予您328000元，于11月15日停办，可用于日常消费，房屋装修，生意应急
回１查利息
回２确认金额
拒收请回复R"
25244,1069287307550,2025-11-07T10:05:52.346848+08:00,202.0,,15.09,【腾讯云】尊敬的腾讯云用户，截至2025-11-07 10:05:44，您的账号（创建者账号ID：285*****，昵称：卡若）余额为15.09元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25261,1069287307550,2025-11-08T09:43:16.732302+08:00,285.0,,1.0,"【腾讯云】尊敬的用户，您的账号（账号ID：285*****，昵称：卡若） 设置为自动续费的资源，由于账户余额不足无法进行自动续费：
[即将到期]1个资源将在7天内到期：云服务器CVM（1），请保证余额充足，届时腾讯云将为您自动续费；
截止北京时间2025 - 11 - 08 09:21:20，当前账户余额6.04元，建议充值294.56元，余额充足时，将为您自动续费，充值请前往 https://mc.tencent.com/YdFAA8uN 
。
未设置自动续费的资源中：
[即将到期]1个资源将在1天内到期：轻量应用服务器（1），到期后资源将被停服；
续费请前往 https://mc.tencent.com/1V4z2KCj，如您已续费，请忽略该通知。 详情请查看站内信。"
25278,9555801,2025-11-08T22:34:56.956784+08:00,40.0,0405,796.0,【中信银行】贵公司尾号0405的中信账号于11月08日22:34，二代支付支出人民币2000.00元，当前余额为人民币79633.12元，对方户名：宋晴晴，对方账户尾号：2244。
25273,9555801,2025-11-08T22:38:02.557060+08:00,40.0,0405,795.0,【中信银行】贵公司尾号0405的中信账号于11月08日22:37，二代支付支出人民币33.90元，当前余额为人民币79599.22元，对方户名：王家垒，对方账户尾号：8377。
25262,9555801,2025-11-08T22:39:32.378522+08:00,40.0,0405,795.0,【中信银行】贵公司尾号0405的中信账号于11月08日22:39，二代支付支出人民币10.00元，当前余额为人民币79589.22元，对方户名：肖启全，对方账户尾号：9375。
25253,9555801,2025-11-08T22:41:29.550407+08:00,40.0,0405,775.0,【中信银行】贵公司尾号0405的中信账号于11月08日22:41，二代支付支出人民币2021.62元，当前余额为人民币77567.60元，对方户名：吉咪宇，对方账户尾号：4354。
25281,9555801,2025-11-08T22:42:28.653907+08:00,40.0,0405,771.0,【中信银行】贵公司尾号0405的中信账号于11月08日22:42，二代支付支出人民币460.00元，当前余额为人民币77107.60元，对方户名：吉咪宇，对方账户尾号：4354。
25250,9555801,2025-11-08T22:43:35.459511+08:00,40.0,0405,764.0,【中信银行】贵公司尾号0405的中信账号于11月08日22:43，二代支付支出人民币689.00元，当前余额为人民币76418.60元，对方户名：吉咪宇，对方账户尾号：4354。
25270,10685836902115014116,2025-11-09T08:58:17.480675+08:00,202.0,,,【滴滴出行】您2025-11-07 18:53:33的订单21.7元免密支付失败，滴滴将重试扣款，结果另行短信通知，敬请谅解。
25275,1069287307550,2025-11-09T09:43:10.560049+08:00,285.0,,1.0,"【腾讯云】尊敬的用户，您的账号（账号ID：285*****，昵称：卡若） 设置为自动续费的资源，由于账户余额不足无法进行自动续费：
[即将到期]1个资源将在7天内到期：云服务器CVM（1），请保证余额充足，届时腾讯云将为您自动续费；
截止北京时间2025 - 11 - 09 09:21:20，当前账户余额17.73元，建议充值282.87元，余额充足时，将为您自动续费，充值请前往 https://mc.tencent.com/YdFAA8uN 
。
未设置自动续费的资源中：
[即将停服]1个资源将在1天内停服：轻量应用服务器（1），停服后资源无法继续使用；
续费请前往 https://mc.tencent.com/1V4z2KCj，如您已续费，请忽略该通知。 详情请查看站内信。"
25279,9555801,2025-11-09T11:01:10.897597+08:00,40.0,0405,764.0,【中信银行】贵公司尾号0405的中信账号于11月09日11:01，行外转账转入存入人民币0.01元，当前余额为人民币76418.61元，对方户名：上海汇付支付备付金，对方账户尾号：0099。
25290,9555801,2025-11-10T09:05:16.228858+08:00,40.0,0405,564.0,【中信银行】贵公司尾号0405的中信账号于11月10日09:05，二代支付支出人民币20000.00元，当前余额为人民币56418.61元，对方户名：厦门存客宝科技有限公司，对方账户尾号：2292。
25318,1069287307550,2025-11-10T09:43:23.136463+08:00,285.0,,1.0,"【腾讯云】尊敬的用户，您的账号（账号ID：285*****，昵称：卡若） 设置为自动续费的资源，由于账户余额不足无法进行自动续费：
[即将到期]1个资源将在5天内到期：云服务器CVM（1），请保证余额充足，届时腾讯云将为您自动续费；
截止北京时间2025 - 11 - 10 09:21:21，当前账户余额9.1元，建议充值291.5元，余额充足时，将为您自动续费，充值请前往 https://mc.tencent.com/YdFAA8uN 
。
未设置自动续费的资源中：
[即将停服]1个资源将在1天内停服：轻量应用服务器（1），停服后资源无法继续使用；
续费请前往 https://mc.tencent.com/1V4z2KCj，如您已续费，请忽略该通知。 详情请查看站内信。"
25311,10686260997116453092,2025-11-11T09:43:33.472736+08:00,285.0,,1.0,"【腾讯云】尊敬的用户，您的账号（账号ID：285*****，昵称：卡若） 设置为自动续费的资源，由于账户余额不足无法进行自动续费：
[即将到期]1个资源将在5天内到期：云服务器CVM（1），请保证余额充足，届时腾讯云将为您自动续费；
截止北京时间2025 - 11 - 11 09:21:20，当前账户余额-1.01元，建议充值301.61元，余额充足时，将为您自动续费，充值请前往 https://mc.tencent.com/YdFAA8uN 
，如您已续费，请忽略该通知。
未设置自动续费的资源中：
[即将释放]1个资源已停服：轻量应用服务器（1），资源即将释放，释放前可在回收站找回资源，资源释放后数据无法找回； 详情请查看站内信。"
25302,10086,2025-11-11T16:46:29.021185+08:00,100.0,,11.0,【充值提醒】尊敬的全球通客户，您可以通过中国移动手机营业厅 https://dx.10086.cn/A/9BReDw 随时随地查询话费余额。您于11月11日16时46分缴费成功100.00元，当前账户总余额为5.97元，其中通用余额为5.97元，截至当前欠费0.00元，如遇月初下账期，余额变动较快，您也可拨打1008611进行余额查询。若您交清费用后仍无法上网或接打电话，请关开机后再使用。心级服务，期待您的10分满意！【中国移动】
25315,10086,2025-11-11T17:04:50.555526+08:00,202.0,2661,202.0,"【余额提醒】尊敬的客户，您好！截至2025年11月11日，您158****2661号码账户余额为5.97元。您是全球通金卡客户，可尊享延时停机、担保复机等信用保障权益。为避免停机给您带来的不便，建议您及时预存话费。快速充值请登录中国移动APP https://dx.10086.cn/A/7zebCA ,如已存费请忽略。了解话费、流量使用详情，可随时拨打1008611查询。【中国移动】"
25320,106888819170001443,2025-11-12T09:43:14.582596+08:00,285.0,,1.0,"【腾讯云】尊敬的用户，您的账号（账号ID：285*****，昵称：卡若） 设置为自动续费的资源，由于账户余额不足无法进行自动续费：
[即将到期]1个资源将在3天内到期：云服务器CVM（1），请保证余额充足，届时腾讯云将为您自动续费；
截止北京时间2025 - 11 - 12 09:21:21，当前账户余额191.99元，建议充值108.61元，余额充足时，将为您自动续费，充值请前往 https://mc.tencent.com/YdFAA8uN 
，如您已续费，请忽略该通知。
未设置自动续费的资源中：
[即将释放]1个资源已停服：轻量应用服务器（1），资源即将释放，释放前可在回收站找回资源，资源释放后数据无法找回； 详情请查看站内信。"
25336,10086,2025-11-14T09:04:31.983440+08:00,158.0,2661,,"【话费账单】尊敬的全球通金卡(158****2661)客户，您10月01日-10月31日共消费141.00元。
主要消费项目包括：
-套餐及固定费128.00元；
-增值业务费3.00元；
-其他费用10.00元。
查询费用详情，请点击https://dx.10086.cn/A/XnSDDw 通过中国移动APP查看，更多信息可详询10086。【中国移动】"
25391,1069287307650,2025-11-14T09:43:01.951307+08:00,285.0,,1.0,"【腾讯云】尊敬的用户，您的账号（账号ID：285*****，昵称：卡若） 设置为自动续费的资源，由于账户余额不足无法进行自动续费：
[即将到期]1个资源将在1天内到期：云服务器CVM（1），请保证余额充足，届时腾讯云将为您自动续费；
截止北京时间2025 - 11 - 14 09:21:22，当前账户余额173.47元，建议充值127.13元，余额充足时，将为您自动续费，充值请前往 https://mc.tencent.com/YdFAA8uN 
，如您已续费，请忽略该通知。
未设置自动续费的资源中：
[即将释放]1个资源已停服：轻量应用服务器（1），资源即将释放，释放前可在回收站找回资源，资源释放后数据无法找回； 详情请查看站内信。"
25386,10086,2025-11-14T14:08:20.628991+08:00,10.0,,,【心级服务 10分满意】尊敬的客户，您好！ 关于您咨询的问题，很抱歉刚才与您的通话意外中断，稍后会再次尝试与您联系，请您留意10086来电，或登陆中国移动APP https://dx.10086.cn/A/LiLBGg?sid=Vehe1lGnAMc 查询消费更安心。【中国移动】
25376,9555801,2025-11-15T13:02:44.095224+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年10月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25355,9555801,2025-11-15T13:50:43.993948+08:00,40.0,0405,556.0,【中信银行】贵公司尾号0405的中信账号于11月15日13:50，二代支付支出人民币800.00元，当前余额为人民币55618.61元，对方户名：厦门市优旸广告设计有限公司，对方账户尾号：5988。
25362,9555801,2025-11-16T16:26:44.680930+08:00,40.0,0405,536.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:26，二代支付支出人民币2000.00元，当前余额为人民币53618.61元，对方户名：叶晓婷，对方账户尾号：8083。
25387,9555801,2025-11-16T16:29:41.143279+08:00,40.0,0405,500.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:29，二代支付支出人民币3567.68元，当前余额为人民币50050.93元，对方户名：王家垒，对方账户尾号：8377。
25375,9555801,2025-11-16T16:34:34.063413+08:00,40.0,0405,499.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:34，二代支付支出人民币67.30元，当前余额为人民币49983.63元，对方户名：王家垒，对方账户尾号：8377。
25365,9555801,2025-11-16T16:38:43.579548+08:00,40.0,0405,344.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:38，二代支付支出人民币15579.00元，当前余额为人民币34404.63元，对方户名：厦门好帖云科技有限公司，对方账户尾号：0101。
25351,9555801,2025-11-16T16:42:47.682903+08:00,40.0,0405,263.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:42，二代支付支出人民币8094.00元，当前余额为人民币26310.63元，对方户名：王名正，对方账户尾号：1514。
25341,9555801,2025-11-16T16:45:40.534508+08:00,40.0,0405,253.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:45，二代支付支出人民币1000.00元，当前余额为人民币25310.63元，对方户名：肖启全，对方账户尾号：9375。
25372,9555801,2025-11-16T16:46:52.705995+08:00,40.0,0405,243.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:46，二代支付支出人民币1000.00元，当前余额为人民币24310.63元，对方户名：陈雪蓉，对方账户尾号：4404。
25366,9555801,2025-11-16T16:49:00.690248+08:00,40.0,0405,238.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:48，二代支付支出人民币500.00元，当前余额为人民币23810.63元，对方户名：谢超，对方账户尾号：4196。
25356,9555801,2025-11-16T16:52:57.647783+08:00,40.0,0405,218.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:52，二代支付支出人民币2000.00元，当前余额为人民币21810.63元，对方户名：李嘉柔，对方账户尾号：4987。
25390,9555801,2025-11-16T16:56:03.769889+08:00,40.0,0405,168.0,【中信银行】贵公司尾号0405的中信账号于11月16日16:55，二代支付支出人民币5000.00元，当前余额为人民币16810.63元，对方户名：吉咪宇，对方账户尾号：4354。
25423,1069287307650,2025-11-19T11:21:48.157385+08:00,202.0,,49.58,【腾讯云】尊敬的腾讯云用户，截至2025-11-19 11:21:42，您的账号（创建者账号ID：285*****，昵称：卡若）余额为49.58元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25416,9555801,2025-11-19T20:11:35.383547+08:00,40.0,0405,167.0,【中信银行】贵公司尾号0405的中信账号于11月19日20:11，二代支付支出人民币100.00元，当前余额为人民币16710.63元，对方户名：厦门市思明区佳乐多便利店，对方账户尾号：4312。
25412,9555801,2025-11-19T20:15:25.550323+08:00,40.0,0405,166.0,【中信银行】贵公司尾号0405的中信账号于11月19日20:15，二代支付支出人民币60.00元，当前余额为人民币16650.63元，对方户名：苑晓艳，对方账户尾号：2440。
25418,9555801,2025-11-19T20:24:16.942665+08:00,40.0,0405,167.0,【中信银行】贵公司尾号0405的中信账号于11月19日20:24，二代支付存入人民币60.00元，当前余额为人民币16710.63元，对方户名：苑晓艳，对方账户尾号：2440。
25409,9555801,2025-11-19T20:48:08.265913+08:00,40.0,0405,166.0,【中信银行】贵公司尾号0405的中信账号于11月19日20:48，二代支付支出人民币60.00元，当前余额为人民币16650.63元，对方户名：苑晓艳，对方账户尾号：2440。
25434,1069287307650,2025-11-20T10:03:07.763872+08:00,202.0,,37.65,【腾讯云】尊敬的腾讯云用户，截至2025-11-20 10:03:02，您的账号（创建者账号ID：285*****，昵称：卡若）余额为37.65元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25431,10692326961501560077,2025-11-20T11:13:54.151513+08:00,0.0,,,【网商银行】网商企业码·因公付上线啦！员工个人支付宝消费可选企业秒付，0垫资0报销！快去PC网银-特色业务-配置因公使用规则！-拒收请回复R
25428,95588,2025-11-20T20:58:15.493621+08:00,716.0,,,"您正在申请激活工商银行手机借记卡（Apple Pay产品），短信验证码：716274,请在收到此信息后5分钟内激活卡片。激活后的Apple Pay产品消费将记入尾号为2606的借记卡。【工商银行】"
25440,1069287307650,2025-11-21T10:04:13.715676+08:00,202.0,,27.38,【腾讯云】尊敬的腾讯云用户，截至2025-11-21 10:04:06，您的账号（创建者账号ID：285*****，昵称：卡若）余额为27.38元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25442,1069287307650,2025-11-22T10:04:56.023940+08:00,202.0,,17.07,【腾讯云】尊敬的腾讯云用户，截至2025-11-22 10:04:50，您的账号（创建者账号ID：285*****，昵称：卡若）余额为17.07元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25447,106824745653718,2025-11-23T09:44:55.118952+08:00,,,,【数信普惠】郑志群由于长期失联，消费金融恶意拖欠欠款，我方将联系相关单位核实情况，超时未还后果自行承担，拒收请回复R
25446,10690544500023562,2025-11-23T10:06:26.140792+08:00,202.0,,5.27,【腾讯云】尊敬的腾讯云用户，截至2025-11-23 10:05:33，您的账号（创建者账号ID：285*****，昵称：卡若）余额为5.27元，低于您设置的余额预警阈值。账户欠费后，您名下的按量计费资源将停止服务，请您及时充值或注意备份数据，以免影响云资源的正常使用。您可点击：https://mc.tencent.com/u2LKtQTd 进行充值。
25463,9555801,2025-11-25T09:18:10.460004+08:00,40.0,0405,164.0,【中信银行】贵公司尾号0405的中信账号于11月25日09:18，二代支付支出人民币200.00元，当前余额为人民币16450.63元，对方户名：苑晓艳，对方账户尾号：2440。
25459,9555801,2025-11-25T09:20:24.035483+08:00,40.0,0405,164.0,【中信银行】贵公司尾号0405的中信账号于11月25日09:20，二代支付支出人民币40.00元，当前余额为人民币16410.63元，对方户名：肖诗玲，对方账户尾号：1378。
25470,9555801,2025-11-25T09:23:09.133446+08:00,40.0,0405,104.0,【中信银行】贵公司尾号0405的中信账号于11月25日09:23，二代支付支出人民币6000.00元，当前余额为人民币10410.63元，对方户名：吉咪宇，对方账户尾号：4354。
25469,9555801,2025-11-25T11:02:34.519770+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年10月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25465,106912095568,2025-11-25T15:32:29.666541+08:00,11.0,,,【民生银行】您人民币/美元账户信用卡11月账单：人民币应还-2500.00元、最低还款0.00元，本期账单无需还款。本账期无新增交易，您可下载全民生活APP搜“额度管理”查额度。详询客服
25473,9555801,2025-11-26T12:16:51.976422+08:00,40.0,0405,973.0,【中信银行】贵公司尾号0405的中信账号于11月26日12:16，二代支付支出人民币672.00元，当前余额为人民币9738.63元，对方户名：杭州万物优租网络科技有限公司，对方账户尾号：0412。
25477,9555801,2025-11-26T12:21:47.534858+08:00,40.0,0405,685.0,【中信银行】贵公司尾号0405的中信账号于11月26日12:21，二代支付支出人民币2879.32元，当前余额为人民币6859.31元，对方户名：吉咪宇，对方账户尾号：4354。
25501,9555801,2025-12-01T08:32:10.920840+08:00,40.0,0405,674.0,【中信银行】贵公司尾号0405的中信账号于12月01日02:10，银行收费（人民币转账-普通转账）支出人民币111.60元，当前余额为人民币6747.71元。
25516,9555801,2025-12-02T17:40:45.027298+08:00,40.0,0405,387.0,【中信银行】贵公司尾号0405的中信账号于12月02日17:40，TIPS转账支出人民币2875.40元，当前余额为人民币3872.31元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
25513,9555801,2025-12-02T17:41:05.395431+08:00,40.0,0405,243.0,【中信银行】贵公司尾号0405的中信账号于12月02日17:41，TIPS转账支出人民币1436.26元，当前余额为人民币2436.05元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
25512,1069287307650,2025-12-03T10:39:22.113024+08:00,285.0,,,"【腾讯云】尊敬的用户（账号ID：285*****，昵称：卡若 ），您好！ 您在腾讯云 2025-11 月度消费的总金额为802.24元=现金支付802.24元+赠送金支付0.00元+优惠券支付0.00元。注：此通知并非扣费或欠费通知，只作为告知您每个月的消费情况。您可前往微信小程序-腾讯云助手：https://mc.tencent.com/BGVa41Gz ,查看消费详情。"
25559,106933595558,2025-12-04T17:38:41.485576+08:00,85.0,,,【中信银行】您已获得85折利息券，戳 go.citicbank.com/i8RY 查看，有效期内使用，详询95558，拒收请回复R
25558,9555801,2025-12-05T17:31:27.521841+08:00,40.0,0405,272.0,【中信银行】贵公司尾号0405的中信账号于12月05日17:31，二代支付存入人民币288.00元，当前余额为人民币2724.05元，对方户名：厦门铸远税务师事务所有限公司，对方账户尾号：8248。
25568,9555801,2025-12-07T10:53:41.106166+08:00,40.0,0405,272.0,【中信银行】贵公司尾号0405的中信账号于12月07日10:53，行外转账转入存入人民币2.01元，当前余额为人民币2726.06元，对方户名：上海汇付支付备付金，对方账户尾号：0099。
25639,106817412025121,2025-12-12T16:06:23.253897+08:00,202.0,,,【阔知网络】尊敬的客户您好，您的2025年11月教育云账单已经生成，请登录到教育云后台查看账单。若账户余额不足需补缴，请勿错过补缴期限，以免影响您网校教育云服务的正常使用
25642,9555801,2025-12-12T20:23:26.155785+08:00,40.0,0405,252.0,【中信银行】贵公司尾号0405的中信账号于12月12日20:23，二代支付支出人民币200.00元，当前余额为人民币2526.06元，对方户名：苑晓艳，对方账户尾号：2440。
25646,9555801,2025-12-12T20:25:05.261271+08:00,40.0,0405,244.0,【中信银行】贵公司尾号0405的中信账号于12月12日20:24，二代支付支出人民币80.00元，当前余额为人民币2446.06元，对方户名：肖诗玲，对方账户尾号：1378。
25673,9555801,2025-12-15T13:00:36.468223+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年11月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25663,9555801,2025-12-15T13:36:17.919293+08:00,40.0,0405,177.0,【中信银行】贵公司尾号0405的中信账号于12月15日13:36，TIPS转账支出人民币669.60元，当前余额为人民币1776.46元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
25688,10658225,2025-12-15T17:32:08.859824+08:00,,,,网络上以“投资导师”名义邀请您入群，并引导您将钱款转入外省对公账户，购买“内部股票”“虚拟币”“私募基金”的均为诈骗。让我们共同努力，守护你我“钱袋子”。【福建省公安厅 福建省通信管理局】
25680,9555801,2025-12-16T18:42:05.377369+08:00,40.0,0405,726.46,【中信银行】贵公司尾号0405的中信账号于12月16日18:42，二代支付支出人民币1050.00元，当前余额为人民币726.46元，对方户名：蔡淑琼，对方账户尾号：5218。
25716,9555801,2025-12-20T18:37:28.968435+08:00,40.0,0405,558.46,【中信银行】贵公司尾号0405的中信账号于12月20日18:37，二代支付支出人民币168.00元，当前余额为人民币558.46元，对方户名：叶倩如，对方账户尾号：4879。
25711,9555801,2025-12-20T18:40:15.915154+08:00,40.0,0405,270.46,【中信银行】贵公司尾号0405的中信账号于12月20日18:40，二代支付支出人民币288.00元，当前余额为人民币270.46元，对方户名：叶倩如，对方账户尾号：4879。
25717,9555801,2025-12-20T18:43:14.762103+08:00,40.0,0405,170.46,【中信银行】贵公司尾号0405的中信账号于12月20日18:43，二代支付支出人民币100.00元，当前余额为人民币170.46元，对方户名：厦门市思明区佳乐多便利店，对方账户尾号：4312。
25770,9555801,2025-12-25T10:00:47.272062+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年11月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25772,106939195568,2025-12-25T13:35:06.898235+08:00,12.0,,,【民生银行】您人民币/美元账户信用卡12月账单：人民币应还-2500.00元、最低还款0.00元，本期账单无需还款。本账期无新增交易，您可下载全民生活APP搜“额度管理”查额度。详询客服
25782,9555801,2025-12-26T18:31:25.746527+08:00,40.0,0405,376.19,【中信银行】贵公司尾号0405的中信账号于12月26日18:31，跨行转入存入人民币200.00元，当前余额为人民币376.19元，对方户名：吉咪宇，对方账户尾号：4354。
25776,9555801,2025-12-26T18:35:12.093134+08:00,40.0,0405,176.19,【中信银行】贵公司尾号0405的中信账号于12月26日18:35，二代支付支出人民币200.00元，当前余额为人民币176.19元，对方户名：董淑丹，对方账户尾号：2797。
25835,9555801,2025-12-31T17:55:11.800895+08:00,40.0,0405,200.0,【中信银行】贵公司尾号0405的中信账号于12月31日17:55，跨行转入存入人民币200000.00元，当前余额为人民币200176.19元，对方户名：厦门天职众成科技有限公司，对方账户尾号：4345。
25821,9555801,2025-12-31T18:06:11.566189+08:00,40.0,0405,300.0,【中信银行】贵公司尾号0405的中信账号于12月31日18:06，二代支付存入人民币100000.00元，当前余额为人民币300176.19元，对方户名：宋晴晴，对方账户尾号：2244。
25836,9555801,2025-12-31T18:13:30.932787+08:00,40.0,0405,280.0,【中信银行】贵公司尾号0405的中信账号于12月31日18:13，二代支付支出人民币20000.00元，当前余额为人民币280176.19元，对方户名：厦门存客宝科技有限公司，对方账户尾号：2292。
25832,9555801,2025-12-31T18:14:30.767644+08:00,40.0,0405,264.0,【中信银行】贵公司尾号0405的中信账号于12月31日18:14，二代支付支出人民币15636.00元，当前余额为人民币264540.19元，对方户名：厦门好帖云科技有限公司，对方账户尾号：0101。
25830,9555801,2025-12-31T18:18:02.296600+08:00,40.0,0405,258.0,【中信银行】贵公司尾号0405的中信账号于12月31日18:17，二代支付支出人民币5818.00元，当前余额为人民币258722.19元，对方户名：谢远志，对方账户尾号：9325。
